x,y,z
222.99998474121094,243.23263549804688,a
224.99998474121094,243.23263549804688,a
225.99998474121094,243.23263549804688,a
226.99998474121094,242.23263549804688,a
227.99998474121094,241.23263549804688,a
228.99998474121094,239.23263549804688,a
230.99998474121094,239.23263549804688,a
230.99998474121094,238.23263549804688,a
232.99998474121094,238.23263549804688,a
232.99998474121094,236.23263549804688,a
234.99998474121094,236.23263549804688,a
235.99998474121094,236.23263549804688,a
237.99998474121094,236.23263549804688,a
240.99998474121094,236.23263549804688,a
242.99998474121094,236.23263549804688,a
244.99998474121094,236.23263549804688,a
245.99998474121094,236.23263549804688,a
246.99998474121094,238.23263549804688,a
250.99998474121094,239.23263549804688,a
251.99998474121094,240.23263549804688,a
252.99998474121094,241.23263549804688,a
255.99998474121094,242.23263549804688,a
257,242.23263549804688,a
259,244.23265075683594,a
260,245.23265075683594,a
260,246.23265075683594,a
260,249.23265075683594,a
260,250.23265075683594,a
260,251.23265075683594,a
260,252.23265075683594,a
260,254.23265075683594,a
261,256.23265075683594,a
262,259.23265075683594,a
262,260.23265075683594,a
263,261.23265075683594,a
263,262.23265075683594,a
263,263.23265075683594,a
265,265.23265075683594,a
265,268.23265075683594,a
265,269.23265075683594,a
265,270.23265075683594,a
265,272.23265075683594,a
266,273.23265075683594,a
266,274.23265075683594,a
266,276.23265075683594,a
267,280.23265075683594,a
268,282.23265075683594,a
268,283.23265075683594,a
268,285.23265075683594,a
269,288.23265075683594,a
270,291.23265075683594,a
270,293.23265075683594,a
271,295.23265075683594,a
272,298.23265075683594,a
272,300.23265075683594,a
275,302.23265075683594,a
276,305.23265075683594,a
276,308.23265075683594,a
277,310.23265075683594,a
279,312.23265075683594,a
280,314.23265075683594,a
282,316.23265075683594,a
283,318.23265075683594,a
286,320.2326354980469,a
289,321.2326354980469,a
293,323.2326354980469,a
297,325.2326354980469,a
300,326.2326354980469,a
305,329.2326354980469,a
307,330.2326354980469,a
308,333.2326354980469,a
310,334.2326354980469,a
310,335.2326354980469,a
311,335.2326354980469,a
311,336.2326354980469,a
312,336.2326354980469,a
313,336.2326354980469,a
315,336.2326354980469,a
316,336.2326354980469,a
317,335.2326354980469,a
320,334.2326354980469,a
321,332.2326354980469,a
323,331.2326354980469,a
325,330.2326354980469,a
326,330.2326354980469,a
326,329.2326354980469,a
327,329.2326354980469,a
327,328.2326354980469,a
328,326.2326354980469,a
328,325.2326354980469,a
328,324.2326354980469,a
329,323.2326354980469,a
330,322.2326354980469,a
330,321.2326354980469,a
331,320.2326354980469,a
332,318.23265075683594,a
332,315.23265075683594,a
333,313.23265075683594,a
335,312.23265075683594,a
335,311.23265075683594,a
336,309.23265075683594,a
337,306.23265075683594,a
337,305.23265075683594,a
337,304.23265075683594,a
337,303.23265075683594,a
337,302.23265075683594,a
337,301.23265075683594,a
337,300.23265075683594,a
337,299.23265075683594,a
337,298.23265075683594,a
337,296.23265075683594,a
338,295.23265075683594,a
338,294.23265075683594,a
338,293.23265075683594,a
338,292.23265075683594,a
338,291.23265075683594,a
338,290.23265075683594,a
338,288.23265075683594,a
339,285.23265075683594,a
339,283.23265075683594,a
340,282.23265075683594,a
340,281.23265075683594,a
340,280.23265075683594,a
341,278.23265075683594,a
341,275.23265075683594,a
341,274.23265075683594,a
341,273.23265075683594,a
341,272.23265075683594,a
341,271.23265075683594,a
341,270.23265075683594,a
341,268.23265075683594,a
341,266.23265075683594,a
341,265.23265075683594,a
341,264.23265075683594,a
342,262.23265075683594,a
342,261.23265075683594,a
342,260.23265075683594,a
342,259.23265075683594,a
343,256.23265075683594,a
343,255.23265075683594,a
343,254.23265075683594,a
343,253.23265075683594,a
343,252.23265075683594,a
343,251.23265075683594,a
345,250.23265075683594,a
345,249.23265075683594,a
345,248.23265075683594,a
345,245.23265075683594,a
346,244.23265075683594,a
347,243.23263549804688,a
347,241.23263549804688,a
348,241.23263549804688,a
349,240.23263549804688,a
350,239.23263549804688,a
350,238.23263549804688,a
352,235.23263549804688,a
352,234.23263549804688,a
353,233.23263549804688,a
355,233.23263549804688,a
356,232.23263549804688,a
357,231.23263549804688,a
357,230.23263549804688,a
358,230.23263549804688,a
359,231.23263549804688,a
360,231.23263549804688,a
360,232.23263549804688,a
362,233.23263549804688,a
363,235.23263549804688,a
366,236.23263549804688,a
367,238.23263549804688,a
368,238.23263549804688,a
369,239.23263549804688,a
370,240.23263549804688,a
371,240.23263549804688,a
371,241.23263549804688,a
373,241.23263549804688,a
373,242.23263549804688,a
375,242.23263549804688,a
375,243.23263549804688,a
376,244.23265075683594,a
377,244.23265075683594,a
378,245.23265075683594,a
379,245.23265075683594,a
379,246.23265075683594,a
379,248.23265075683594,a
380,250.23265075683594,a
381,251.23265075683594,a
382,252.23265075683594,a
383,254.23265075683594,a
385,254.23265075683594,a
385,255.23265075683594,a
386,255.23265075683594,a
386,258.23265075683594,a
387,259.23265075683594,a
389,260.23265075683594,a
391,260.23265075683594,a
393,261.23265075683594,a
393,262.23265075683594,a
396,262.23265075683594,a
397,262.23265075683594,a
399,262.23265075683594,a
402,262.23265075683594,a
403,262.23265075683594,a
405,262.23265075683594,a
406,262.23265075683594,a
407,262.23265075683594,a
408,262.23265075683594,a
409,262.23265075683594,a
409,261.23265075683594,a
410,261.23265075683594,a
411,260.23265075683594,a
412,260.23265075683594,a
412,258.23265075683594,a
413,256.23265075683594,a
415,255.23265075683594,a
416,255.23265075683594,a
417,253.23265075683594,a
417,252.23265075683594,a
418,250.23265075683594,a
419,248.23265075683594,a
419,245.23265075683594,a
420,243.23263549804688,a
421,242.23263549804688,a
422,241.23263549804688,a
423,241.23263549804688,a
423,240.23263549804688,a
425,239.23263549804688,a
425,238.23263549804688,a
426,238.23263549804688,a
427,236.23263549804688,a
428,235.23263549804688,a
428,234.23263549804688,a
430,233.23263549804688,a
431,233.23263549804688,a
432,233.23263549804688,a
433,232.23263549804688,a
435,232.23263549804688,a
436,232.23263549804688,a
437,232.23263549804688,a
438,232.23263549804688,a
440,232.23263549804688,a
441,232.23263549804688,a
442,232.23263549804688,a
443,232.23263549804688,a
443,233.23263549804688,a
445,234.23263549804688,a
445,235.23263549804688,a
446,235.23263549804688,a
447,236.23263549804688,a
448,238.23263549804688,a
449,239.23263549804688,a
450,239.23263549804688,a
450,240.23263549804688,a
451,240.23263549804688,a
451,241.23263549804688,a
452,242.23263549804688,a
452,243.23263549804688,a
453,245.23265075683594,a
455,246.23265075683594,a
455,249.23265075683594,a
456,251.23265075683594,a
457,253.23265075683594,a
457,254.23265075683594,a
458,255.23265075683594,a
459,258.23265075683594,a
460,260.23265075683594,a
461,261.23265075683594,a
461,262.23265075683594,a
462,263.23265075683594,a
463,265.23265075683594,a
465,265.23265075683594,a
467,265.23265075683594,a
469,265.23265075683594,a
471,265.23265075683594,a
473,265.23265075683594,a
476,265.23265075683594,a
478,265.23265075683594,a
481,266.23265075683594,a
483,268.23265075683594,a
485,268.23265075683594,a
486,268.23265075683594,a
487,268.23265075683594,a
489,268.23265075683594,a
490,268.23265075683594,a
492,268.23265075683594,a
493,268.23265075683594,a
495,268.23265075683594,a
496,268.23265075683594,a
497,268.23265075683594,a
499,268.23265075683594,a
501,266.23265075683594,a
502,265.23265075683594,a
503,264.23265075683594,a
505,264.23265075683594,a
505,263.23265075683594,a
506,263.23265075683594,a
508,263.23265075683594,a
508,262.23265075683594,a
509,262.23265075683594,a
510,261.23265075683594,a
512,260.23265075683594,a
512,259.23265075683594,a
513,258.23265075683594,a
515,255.23265075683594,a
516,253.23265075683594,a
517,252.23265075683594,a
517,250.23265075683594,a
518,248.23265075683594,a
519,246.23265075683594,a
519,245.23265075683594,a
519,244.23265075683594,a
519,243.23263549804688,a
520,243.23263549804688,a
521,243.23263549804688,a
522,242.23263549804688,a
522,241.23263549804688,a
523,239.23263549804688,a
525,238.23263549804688,a
526,236.23263549804688,a
526,235.23263549804688,a
526,234.23263549804688,a
527,232.23263549804688,a
528,230.23263549804688,a
528,229.23263549804688,a
528,228.23263549804688,a
529,225.23263549804688,a
529,224.23263549804688,a
530,220.23263549804688,a
530,218.23263549804688,a
530,214.23263549804688,a
530,213.23263549804688,a
531,211.23263549804688,a
532,209.23263549804688,a
532,208.23263549804688,a
532,206.23263549804688,a
533,204.23263549804688,a
535,202.23263549804688,a
535,200.23263549804688,a
536,198.23263549804688,a
537,196.23263549804688,a
538,195.23263549804688,a
538,194.23263549804688,a
538,193.23263549804688,a
538,192.23263549804688,a
538,191.23263549804688,a
539,190.23263549804688,a
539,189.23263549804688,a
539,188.23263549804688,a
540,186.23263549804688,a
540,185.23263549804688,a
541,183.23263549804688,a
541,181.23263549804688,a
541,180.23263549804688,a
541,175.23263549804688,a
542,173.23263549804688,a
543,172.23263549804688,a
543,171.23263549804688,a
543,170.23263549804688,a
545,170.23263549804688,a
546,170.23263549804688,a
548,170.23263549804688,a
551,170.23263549804688,a
553,170.23263549804688,a
555,170.23263549804688,a
557,170.23263549804688,a
558,170.23263549804688,a
559,170.23263549804688,a
560,170.23263549804688,a
561,170.23263549804688,a
562,170.23263549804688,a
563,170.23263549804688,a
563,171.23263549804688,a
565,172.23263549804688,a
565,173.23263549804688,a
566,175.23263549804688,a
568,179.23263549804688,a
568,181.23263549804688,a
569,183.23263549804688,a
570,184.23263549804688,a
571,188.23263549804688,a
572,190.23263549804688,a
573,193.23263549804688,a
575,196.23263549804688,a
575,199.23263549804688,a
575,203.23263549804688,a
575,208.23263549804688,a
575,211.23263549804688,a
575,214.23263549804688,a
575,218.23263549804688,a
575,221.23263549804688,a
575,224.23263549804688,a
575,229.23263549804688,a
573,232.23263549804688,a
573,234.23263549804688,a
572,241.23263549804688,a
571,244.23265075683594,a
571,246.23265075683594,a
571,251.23265075683594,a
571,254.23265075683594,a
571,258.23265075683594,a
571,260.23265075683594,a
571,263.23265075683594,a
571,265.23265075683594,a
571,268.23265075683594,a
571,270.23265075683594,a
571,272.23265075683594,a
571,273.23265075683594,a
571,276.23265075683594,a
570,280.23265075683594,a
569,282.23265075683594,a
569,284.23265075683594,a
569,285.23265075683594,a
569,286.23265075683594,a
569,288.23265075683594,a
569,290.23265075683594,a
569,292.23265075683594,a
569,294.23265075683594,a
569,295.23265075683594,a
569,296.23265075683594,a
570,300.23265075683594,a
570,301.23265075683594,a
570,303.23265075683594,a
570,305.23265075683594,a
570,308.23265075683594,a
570,309.23265075683594,a
570,311.23265075683594,a
570,312.23265075683594,a
570,315.23265075683594,a
570,316.23265075683594,a
571,320.2326354980469,a
572,320.2326354980469,a
572,321.2326354980469,a
573,323.2326354980469,a
573,325.2326354980469,a
573,326.2326354980469,a
573,328.2326354980469,a
573,329.2326354980469,a
575,330.2326354980469,a
575,331.2326354980469,a
575,333.2326354980469,a
576,334.2326354980469,a
577,336.2326354980469,a
577,338.2326354980469,a
577,339.2326354980469,a
578,340.2326354980469,a
578,341.2326354980469,a
578,342.2326354980469,a
578,343.2326354980469,a
579,345.2326354980469,a
580,346.2326354980469,a
581,348.2326354980469,a
582,349.2326354980469,a
583,350.2326354980469,a
585,351.2326354980469,a
586,352.2326354980469,a
587,352.2326354980469,a
587,353.2326354980469,a
588,353.2326354980469,a
590,353.2326354980469,a
592,353.2326354980469,a
593,353.2326354980469,a
596,353.2326354980469,a
598,353.2326354980469,a
600,353.2326354980469,a
603,353.2326354980469,a
607,353.2326354980469,a
610,353.2326354980469,a
611,353.2326354980469,a
612,353.2326354980469,a
613,353.2326354980469,a
615,352.2326354980469,a
616,351.2326354980469,a
617,350.2326354980469,a
619,348.2326354980469,a
620,345.2326354980469,a
623,343.2326354980469,a
625,341.2326354980469,a
627,338.2326354980469,a
629,335.2326354980469,a
630,332.2326354980469,a
631,329.2326354980469,a
633,324.2326354980469,a
635,321.2326354980469,a
636,318.23265075683594,a
638,314.23265075683594,a
641,310.23265075683594,a
641,308.23265075683594,a
642,305.23265075683594,a
643,303.23265075683594,a
645,300.23265075683594,a
645,296.23265075683594,a
646,294.23265075683594,a
647,291.23265075683594,a
647,290.23265075683594,a
648,286.23265075683594,a
648,284.23265075683594,a
649,282.23265075683594,a
650,281.23265075683594,a
650,279.23265075683594,a
651,276.23265075683594,a
652,276.23265075683594,a
652,275.23265075683594,a
652,274.23265075683594,a
652,273.23265075683594,a
653,272.23265075683594,a
653,271.23265075683594,a
653,270.23265075683594,a
655,269.23265075683594,a
655,268.23265075683594,a
655,266.23265075683594,a
656,265.23265075683594,a
656,264.23265075683594,a
656,263.23265075683594,a
657,263.23265075683594,a
658,262.23265075683594,a
658,261.23265075683594,a
659,259.23265075683594,a
660,258.23265075683594,a
661,255.23265075683594,a
662,253.23265075683594,a
662,252.23265075683594,a
662,250.23265075683594,a
663,248.23265075683594,a
665,246.23265075683594,a
666,246.23265075683594,a
667,246.23265075683594,a
671,246.23265075683594,a
675,245.23265075683594,a
677,245.23265075683594,a
678,245.23265075683594,a
679,245.23265075683594,a
680,245.23265075683594,a
681,245.23265075683594,a
682,245.23265075683594,a
683,244.23265075683594,a
683,243.23263549804688,a
683,241.23263549804688,a
